,Ag_0,Ag_1,Ag_2,Ag_3,Ag_4,Ag_5,Ag_6,Ag_7,Ag_8,Ag_9,Ag_10,Ag_11,Ag_12,Ag_13,Ag_14,Ag_15,Ag_16,Ag_17,Ag_18,Ag_19,Ag_20,Ag_21,Ag_22,Ag_23,Ag_24,Ag_25,Ag_26,Ag_27,Ag_28,Ag_29,Ag_30,Ag_31,Ag_32,Ag_33,Ag_34,Ag_35,Ag_36,Ag_37,Ag_38,Ag_39,Ag_40,Ag_41,Ag_42,Ag_43,Ag_44,Ag_45,Ag_46,Ag_47,Ag_48,Ag_49,Ag_50,Ag_51,Ag_52,Ag_53,Ag_54,Ag_55,Ag_56,Ag_57,Ag_58,Ag_59,User_Reference_Seq
Ag_10,0.031578947368421054,0.023255813953488372,0.023255813953488372,0.02631578947368421,0.02586206896551724,0.9215686274509803,0.2379746835443038,0.010256410256410256,0.031914893617021274,0.006889763779527559,1.0,0.00686106346483705,0.0068846815834767644,0.006589785831960461,0.003784295175023652,0.006611570247933884,0.015625,0.016304347826086956,0.015957446808510637,0.01910828025477707,0.022321428571428572,0.026595744680851064,0.005791505791505791,0.0070921985815602835,0.007067137809187279,0.005709624796084829,0.023255813953488372,0.014354066985645933,0.014175257731958763,0.007964601769911504,0.005291005291005291,0.02586206896551724,0.02100840336134454,0.021551724137931036,0.010362694300518135,0.02654867256637168,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.013793103448275862,0.011661807580174927,0.005780346820809248,0.011730205278592375,0.011627906976744186,0.014522821576763486,0.011527377521613832,0.011627906976744186,0.024390243902439025,0.04639175257731959,0.9894736842105263,0.0027624309392265192,0.9894736842105263,0.02654867256637168,0.00530035335689046
Ag_11,0.00686106346483705,0.00686106346483705,0.00686106346483705,0.00686106346483705,0.00686106346483705,0.00686106346483705,0.00686106346483705,0.00686106346483705,0.005145797598627788,0.007718696397941681,0.00686106346483705,1.0,0.9819897084048027,0.9308072487644151,0.5345316934720908,0.9297520661157025,0.00686106346483705,0.00686106346483705,0.00686106346483705,0.006003430531732418,0.012006861063464836,0.005145797598627788,0.00686106346483705,0.9245283018867925,0.008576329331046312,0.1566068515497553,0.00686106346483705,0.00686106346483705,0.00686106346483705,0.00686106346483705,0.00686106346483705,0.007718696397941681,0.007718696397941681,0.007718696397941681,0.00686106346483705,0.006003430531732418,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.00686106346483705,0.00686106346483705,0.00686106346483705,0.00686106346483705,0.00686106346483705,0.008576329331046312,0.00686106346483705,0.00686106346483705,0.006003430531732418,0.00686106346483705,0.00686106346483705,0.003946329913180742,0.00686106346483705,0.006003430531732418,0.00686106346483705
Ag_12,0.0051635111876075735,0.0068846815834767644,0.0068846815834767644,0.00774526678141136,0.00774526678141136,0.0068846815834767644,0.0068846815834767644,0.0068846815834767644,0.0051635111876075735,0.00774526678141136,0.0068846815834767644,0.9819897084048027,1.0,0.9225700164744646,0.5298013245033113,0.9148760330578513,0.0068846815834767644,0.0068846815834767644,0.0068846815834767644,0.006024096385542169,0.012048192771084338,0.0051635111876075735,0.0068846815834767644,0.919104991394148,0.008605851979345954,0.14518760195758565,0.0068846815834767644,0.0068846815834767644,0.0068846815834767644,0.0068846815834767644,0.0068846815834767644,0.00774526678141136,0.00774526678141136,0.00774526678141136,0.0068846815834767644,0.006024096385542169,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.0068846815834767644,0.0068846815834767644,0.0068846815834767644,0.0068846815834767644,0.0068846815834767644,0.008605851979345954,0.0068846815834767644,0.0068846815834767644,0.006024096385542169,0.0068846815834767644,0.0068846815834767644,0.003946329913180742,0.0068846815834767644,0.006024096385542169,0.0068846815834767644
Ag_13,0.005766062602965404,0.006589785831960461,0.006589785831960461,0.006589785831960461,0.006589785831960461,0.006589785831960461,0.006589785831960461,0.006589785831960461,0.004942339373970346,0.007413509060955519,0.006589785831960461,0.9308072487644151,0.9225700164744646,1.0,0.5742667928098392,0.9563426688632619,0.006589785831960461,0.006589785831960461,0.006589785831960461,0.005766062602965404,0.011532125205930808,0.004942339373970346,0.006589785831960461,0.929159802306425,0.008237232289950576,0.15579119086460033,0.006589785831960461,0.006589785831960461,0.006589785831960461,0.006589785831960461,0.006589785831960461,0.007413509060955519,0.007413509060955519,0.007413509060955519,0.006589785831960461,0.005766062602965404,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.006589785831960461,0.006589785831960461,0.006589785831960461,0.006589785831960461,0.006589785831960461,0.008237232289950576,0.006589785831960461,0.006589785831960461,0.005766062602965404,0.006589785831960461,0.006589785831960461,0.003946329913180742,0.006589785831960461,0.005766062602965404,0.006589785831960461
Ag_14,0.0033112582781456954,0.004257332071901609,0.004257332071901609,0.004257332071901609,0.004257332071901609,0.003784295175023652,0.004257332071901609,0.003784295175023652,0.0033112582781456954,0.008514664143803218,0.003784295175023652,0.5345316934720908,0.5298013245033113,0.5742667928098392,1.0,0.5491958372753075,0.003784295175023652,0.003784295175023652,0.003784295175023652,0.003784295175023652,0.006622516556291391,0.002838221381267739,0.007568590350047304,0.533585619678335,0.004730368968779565,0.09035004730368969,0.004257332071901609,0.003784295175023652,0.005203405865657522,0.003784295175023652,0.003784295175023652,0.004730368968779565,0.004730368968779565,0.004730368968779565,0.003784295175023652,0.004730368968779565,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.004730368968779565,0.004257332071901609,0.007568590350047304,0.004257332071901609,0.004257332071901609,0.004730368968779565,0.004257332071901609,0.004257332071901609,0.004730368968779565,0.003784295175023652,0.003784295175023652,0.003946329913180742,0.003784295175023652,0.004730368968779565,0.004257332071901609
Ag_15,0.006611570247933884,0.006611570247933884,0.006611570247933884,0.006611570247933884,0.006611570247933884,0.006611570247933884,0.006611570247933884,0.006611570247933884,0.0049586776859504135,0.00743801652892562,0.006611570247933884,0.9297520661157025,0.9148760330578513,0.9563426688632619,0.5491958372753075,1.0,0.005785123966942148,0.005785123966942148,0.005785123966942148,0.005785123966942148,0.011570247933884297,0.005785123966942148,0.006611570247933884,0.8884297520661157,0.008264462809917356,0.1566068515497553,0.006611570247933884,0.006611570247933884,0.006611570247933884,0.006611570247933884,0.006611570247933884,0.00743801652892562,0.00743801652892562,0.00743801652892562,0.006611570247933884,0.005785123966942148,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.003897116134060795,0.006611570247933884,0.006611570247933884,0.006611570247933884,0.006611570247933884,0.006611570247933884,0.008264462809917356,0.006611570247933884,0.006611570247933884,0.005785123966942148,0.006611570247933884,0.006611570247933884,0.003946329913180742,0.006611570247933884,0.005785123966942148,0.006611570247933884
Ag_16,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.026041666666666668,0.026041666666666668,0.015625,0.01139240506329114,0.020512820512820513,0.018229166666666668,0.007874015748031496,0.015625,0.00686106346483705,0.0068846815834767644,0.006589785831960461,0.003784295175023652,0.005785123966942148,1.0,0.9270833333333334,0.9609375,0.015625,0.015625,0.010416666666666666,0.007722007722007722,0.0070921985815602835,0.007067137809187279,0.005709624796084829,0.026041666666666668,0.019138755980861243,0.010309278350515464,0.007079646017699115,0.007054673721340388,0.020833333333333332,0.015625,0.015625,0.02072538860103627,0.015625,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.017241379310344827,0.014577259475218658,0.007707129094412331,0.01466275659824047,0.014534883720930232,0.012448132780082987,0.01440922190201729,0.014534883720930232,0.015625,0.015625,0.015625,0.003551696921862668,0.015625,0.015625,0.007067137809187279
Ag_17,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.02717391304347826,0.02717391304347826,0.016304347826086956,0.01139240506329114,0.020512820512820513,0.019021739130434784,0.007874015748031496,0.016304347826086956,0.00686106346483705,0.0068846815834767644,0.006589785831960461,0.003784295175023652,0.005785123966942148,0.9270833333333334,1.0,0.949468085106383,0.016304347826086956,0.016304347826086956,0.010869565217391304,0.007722007722007722,0.0070921985815602835,0.007067137809187279,0.005709624796084829,0.02717391304347826,0.019138755980861243,0.010309278350515464,0.007079646017699115,0.007054673721340388,0.016304347826086956,0.016304347826086956,0.016304347826086956,0.02072538860103627,0.016304347826086956,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.017241379310344827,0.014577259475218658,0.007707129094412331,0.01466275659824047,0.014534883720930232,0.014522821576763486,0.01440922190201729,0.014534883720930232,0.016304347826086956,0.016304347826086956,0.016304347826086956,0.003551696921862668,0.016304347826086956,0.016304347826086956,0.007067137809187279
Ag_18,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.026595744680851064,0.026595744680851064,0.015957446808510637,0.01139240506329114,0.020512820512820513,0.018617021276595744,0.007874015748031496,0.015957446808510637,0.00686106346483705,0.0068846815834767644,0.006589785831960461,0.003784295175023652,0.005785123966942148,0.9609375,0.949468085106383,1.0,0.015957446808510637,0.015957446808510637,0.010638297872340425,0.007722007722007722,0.0070921985815602835,0.007067137809187279,0.005709624796084829,0.026595744680851064,0.019138755980861243,0.010309278350515464,0.007079646017699115,0.007936507936507936,0.015957446808510637,0.015957446808510637,0.015957446808510637,0.02072538860103627,0.015957446808510637,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.0035074045206547155,0.017241379310344827,0.014577259475218658,0.008670520231213872,0.01466275659824047,0.014534883720930232,0.012448132780082987,0.01440922190201729,0.014534883720930232,0.015957446808510637,0.015957446808510637,0.015957446808510637,0.003551696921862668,0.015957446808510637,0.015957446808510637,0.007067137809187279
Ag_19,0.01910828025477707,0.01910828025477707,0.01910828025477707,0.022292993630573247,0.022292993630573247,0.01910828025477707,0.010126582278481013,0.020512820512820513,0.01592356687898089,0.006889763779527559,0.01910828025477707,0.006003430531732418,0.006024096385542169,0.005766062602965404,0.003784295175023652,0.005785123966942148,0.015625,0.016304347826086956,0.015957446808510637,1.0,0.01910828025477707,0.01592356687898089,0.007722007722007722,0.0062056737588652485,0.007067137809187279,0.0065252854812398045,0.01910828025477707,0.019138755980861243,0.00902061855670103,0.007079646017699115,0.008818342151675485,0.01910828025477707,0.022292993630573247,0.022292993630573247,0.02072538860103627,0.01910828025477707,0.003117692907248636,0.003117692907248636,0.003117692907248636,0.003117692907248636,0.003117692907248636,0.003117692907248636,0.003117692907248636,0.003117692907248636,0.003117692907248636,0.003117692907248636,0.01206896551724138,0.01020408163265306,0.007707129094412331,0.010263929618768328,0.010174418604651164,0.012448132780082987,0.010086455331412104,0.010174418604651164,0.01910828025477707,0.01910828025477707,0.01910828025477707,0.0031570639305445935,0.01910828025477707,0.01910828025477707,0.007067137809187279
